,Branch length stretch,date,numdate
A-Adana-AD2-2019|EPI_ISL_407660|2019-12-13,0.7874322226105749,2019-12-13,2019.9754300873965
A/AICHI/190/2018|EPI_ISL_320160|2018-05-02,0.8325839331187048,2018-05-02,2018.3714537476023
A/AICHI/369/2019|EPI_ISL_480455|2019-12-30,2.0,2019-12-30,2020.0216267799444
A/ARGENTEUIL/05295/2022|EPI_ISL_11323858|2022-01-16,1.0000004296635713e-06,2022-01-16,2022.053601889236
A/Aberdare/9269/2022|EPI_ISL_12254981|2022-04-23,0.8875134888554804,2022-04-23,2022.317194781708
A/Abidjan/0428/2021_jun|EPI_ISL_5135622|2021-06-14,1.0000004296635403e-06,2021-06-14,2021.4659527854997
A/Abidjan/0455/2021_jul|EPI_ISL_5135627|2021-07-02,1.0000004296635524e-06,2021-07-02,2021.5148669305506
A/Abidjan/0457/2021_jul|EPI_ISL_5135645|2021-07-03,1.000000429663608e-06,2021-07-03,2021.5175843830534
A/Abidjan/0458/2021_jun|EPI_ISL_5135673|2021-06-29,1.0000004296636335e-06,2021-06-29,2021.5067145730422
A/Abidjan/428/2021|EPI_ISL_4005744|2021-06-14,1.0000004296635403e-06,2021-06-14,2021.4659527854997
A/Abidjan/455/2021|EPI_ISL_4005745|2021-07-02,1.0000004296635524e-06,2021-07-02,2021.5148669305506
A/Abidjan/457/2021|EPI_ISL_4005747|2021-07-03,1.000000429663608e-06,2021-07-03,2021.5175843830534
A/Abidjan/458/2021|EPI_ISL_4005748|2021-06-29,1.0000004296636335e-06,2021-06-29,2021.5067145730422
A/Abu_Dhabi/3420357/2021|EPI_ISL_8809786|2021-12-07,1.3986358746580325,2021-12-07,2021.944224425695
A/Abu_Dhabi/9657699/2021|EPI_ISL_8809785|2021-12-21,2.0,2021-12-21,2021.9822687607345
A/AinWazein/267/2020|EPI_ISL_527183|2020-02-15,0.9991529530314479,2020-02-15,2020.1500264107028
A/Al_Musana/72126239/2021|EPI_ISL_7992348|2021-10-05,1.000000429663498e-06,2021-10-05,2021.7730249183192
A/Al_Musana/72127182/2021|EPI_ISL_8576789|2021-10-24,1.0000004296635285e-06,2021-10-24,2021.824656515873
A/Al_Musana/72128566/2021|EPI_ISL_12241582|2021-11-14,1.0647037846695198,2021-11-14,2021.88172301813
A/Al_Musana/72128568/2021|EPI_ISL_8576494|2021-11-14,1.0000004296635285e-06,2021-11-14,2021.8817230184325
A/Alabama/03/2020|EPI_ISL_412234|2020-02-04,1.0029249680812178,2020-02-04,2020.1201344331719
A/Alabama/10/2020|EPI_ISL_424707|2020-03-09,2.0,2020-03-09,2020.2125278182682
A/Alaska/01/2020|EPI_ISL_416844|2020-01-27,1.0000004296635643e-06,2020-01-27,2020.0983948134517
A/Alaska/10137/2019|EPI_ISL_404286|2019-11-20,1.0840586284370228,2019-11-20,2019.9129286798313
A/Alaska/11470/2020|EPI_ISL_427824|2020-02-02,0.9991530724188851,2020-02-02,2020.1146995281663
A/Alaska/11847/2020|EPI_ISL_435170|2020-02-09,0.8879712223506073,2020-02-09,2020.133721695686
A/Alaska/11848/2020|EPI_ISL_435171|2020-02-18,0.7245653374277868,2020-02-18,2020.1581787682114
A/Alaska/61/2019|EPI_ISL_409218|2019-12-20,1.0000004296634192e-06,2019-12-20,2019.9944522552184
A/Alba-Iulia/256568/2020|EPI_ISL_409849|2020-01-20,2.0,2020-01-20,2020.0793726456295
A/Albania/8093/2021|EPI_ISL_12241583|2021-12-10,1.0000004296635602e-06,2021-12-10,2021.952376783506
A/Albania/905/2021|EPI_ISL_12241584|2021-12-21,1.0000004296635602e-06,2021-12-21,2021.982268761037
A/Albania/942/2021|EPI_ISL_12241585|2021-12-21,1.0000004296635602e-06,2021-12-21,2021.982268761037
A/Alberta/018/2020|EPI_ISL_411238|2020-01-16,1.0000004296634925e-06,2020-01-16,2020.0685028359205
A/Alsace/16905/2022|EPI_ISL_11814496|2022-03-02,0.6193445706449787,2022-03-02,2022.1758872515609
A/Alsace/48917/2021|EPI_ISL_11323846|2021-12-14,1.0000004296635054e-06,2021-12-14,2021.9632465935172
A/Alsace/48918/2021|EPI_ISL_11323847|2021-12-14,1.0000004296635054e-06,2021-12-14,2021.9632465935172
A/Anantnag/AG_323/2020|EPI_ISL_412108|2020-01-02,0.7578651301298293,2020-01-02,2020.0304585005788
A/Anantnag/UG_50/2020|EPI_ISL_412115|2020-01-13,1.6826135625817769,2020-01-13,2020.0603504781097
A/Ancona/01/2021|EPI_ISL_9627695|2021-10-19,1.0000004296634986e-06,2021-10-19,2021.811069253359
A/Ancona/02/2021|EPI_ISL_9627732|2021-10-24,1.0000004296634986e-06,2021-10-24,2021.824656515873
A/Ancona/03/2021|EPI_ISL_9627702|2021-10-26,2.0,2021-10-26,2021.8300914205763
A/Ankara/14011-920/2020|EPI_ISL_425227|2020-01-03,0.9981579411429118,2020-01-03,2020.0331759530816
A/Ankara/14015-723/2019|EPI_ISL_411901|2019-12-24,0.9991529472561735,2019-12-24,2020.0053220649277
A/Ankara/14016-226/2020|EPI_ISL_425230|2020-01-07,0.9854202397743234,2020-01-07,2020.0440457630928
A/Ankara/1636/2019|EPI_ISL_498281|2019-12-05,0.9628242141569185,2019-12-05,2019.9536904673737
A/Arizona/33/2017|EPI_ISL_269954|2017-05-07,1.5673522292186461,2017-05-07,2017.3924914834586
A/Arkansas/05/2020|EPI_ISL_409146|2020-01-06,1.0000004296635173e-06,2020-01-06,2020.0413283108924
A/Arkansas/08/2020|EPI_ISL_413317|2020-01-25,1.0000004296635179e-06,2020-01-25,2020.0929599084461
A/Arkansas/10766/2020|EPI_ISL_414051|2020-01-06,1.0000004296635173e-06,2020-01-06,2020.0413283108924
A/Arkansas/29/2019|EPI_ISL_400995|2019-11-25,1.0000004296634925e-06,2019-11-25,2019.926515942648
A/Auxonne/0309/2021_mar|EPI_ISL_5135690|2021-03-26,1.1024013953149667,2021-03-26,2021.248556584971
A/Azores/11/2019|EPI_ISL_403266|2019-11-11,1.0000004296634925e-06,2019-11-11,2019.8884716076084
A/Baden-Wuerttemberg/139/2020|EPI_ISL_481414|2020-03-03,2.0,2020-03-03,2020.196223103251
A/Bahrain/2446/2021|EPI_ISL_5966838|2021-08-13,1.0000004296636039e-06,2021-08-13,2021.6289999356695
A/Bahrain/2446/2021|EPI_ISL_5966870|2021-08-13,1.0000004296636039e-06,2021-08-13,2021.6289999356695
A/Bahrain/3174/2021|EPI_ISL_10491807|2021-10-09,1.000000429663494e-06,2021-10-09,2021.7838947283306
A/Bahrain/3664/2021|EPI_ISL_10491794|2021-10-11,1.000000429663494e-06,2021-10-11,2021.7893296333364
A/Bahrain/4067/2021|EPI_ISL_10491796|2021-10-13,2.0,2021-10-13,2021.7947645380393
A/Bahrain/9931/2021|EPI_ISL_5966728|2021-07-29,1.0000004296635376e-06,2021-07-29,2021.588238148127
A/Bahrain/9931/2021|EPI_ISL_5966869|2021-07-29,1.0000004296635376e-06,2021-07-29,2021.588238148127
A/Baleares/1382/2022|EPI_ISL_12179100|2022-02-17,1.0000004296635583e-06,2022-02-17,2022.1405603693267
A/Baleares/1472/2022|EPI_ISL_12179102|2022-03-23,2.0,2022-03-23,2022.2329537541204
A/Baleares/837/2022|EPI_ISL_10347098|2022-02-05,1.6041822290625465,2022-02-05,2022.1079509389904
A/Bangladesh/0009/2021|EPI_ISL_9346224|2021-09-18,2.0,2021-09-18,2021.7268282254686
A/Bangladesh/0014/2021|EPI_ISL_9346218|2021-10-14,1.0000004296635717e-06,2021-10-14,2021.7974819908445
A/Bangladesh/0017/2021|EPI_ISL_9346239|2021-09-29,1.0768956700648546,2021-09-29,2021.7567202029998
A/Bangladesh/0020/2021|EPI_ISL_9346228|2021-10-23,1.0000004296635717e-06,2021-10-23,2021.82193906337
A/Bangladesh/1006/2021|EPI_ISL_9346221|2021-10-09,1.0000004296635717e-06,2021-10-09,2021.7838947283306
A/Bangladesh/1017/2021|EPI_ISL_9346215|2021-10-11,0.7262172943491639,2021-10-11,2021.789329633034
A/Bangladesh/1018/2021|EPI_ISL_9346243|2021-09-30,2.0,2021-09-30,2021.7594376555028
A/Bangladesh/1158/2021|EPI_ISL_9525938|2021-10-13,2.0,2021-10-13,2021.7947645380393
A/Bangladesh/1210810009/2021|EPI_ISL_5978775|2021-08-23,1.0000004296635054e-06,2021-08-23,2021.6561744606975
A/Bangladesh/1210910004/2021|EPI_ISL_5978940|2021-09-06,1.0000004296635717e-06,2021-09-06,2021.6942187957372
A/Bangladesh/1211004014/2021|EPI_ISL_9346241|2021-10-10,1.0000004296635285e-06,2021-10-10,2021.7866121808333
A/Bangladesh/1211011022/2021|EPI_ISL_9346226|2021-10-23,0.8489573133221947,2021-10-23,2021.8219390630677
A/Bangladesh/12228/2021|EPI_ISL_9525939|2021-10-18,0.8816539768059057,2021-10-18,2021.8083518005535
